system:index,Class,class,export_date,project,source,.geo
362,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.92950465249822,12.45892040995288]}"
363,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.94062579407488,12.383435397452725]}"
364,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.94135535492693,12.391451887564306]}"
365,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.9405399633864,12.387721372356047]}"
366,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.70803471706515,12.36604224402118]}"
367,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.71215459011201,12.336529123232982]}"
368,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.67507573269013,12.211732463179198]}"
369,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.64211674831513,12.148640759731615]}"
370,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.62975712917451,12.101647854575564]}"
371,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.56584004798107,11.916298394990964]}"
372,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.53150777259044,11.855825307975786]}"
373,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.71758312563514,11.511341015622026]}"
374,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.71140331606483,11.498220450956545]}"
375,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.67466778139686,11.511341015622026]}"
376,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.77790133193876,11.865635971904247]}"
377,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.77103487686064,11.797086066750015]}"
378,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.7153652332864,11.958234990381555]}"
379,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[92.71330529676297,11.940769068762785]}"
380,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.86272740090189,20.706562976010495]}"
381,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.84041142189798,20.706562976010495]}"
382,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.84247135842142,20.7312891477508]}"
383,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.86787724221048,20.735784381609417]}"
384,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.8524277182847,20.738674104301726]}"
385,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.87337040627298,20.72550936521426]}"
386,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.89534306252298,20.73032586598426]}"
387,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.91147923195658,20.73771086953547]}"
388,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.89980625832378,20.749911390131825]}"
389,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.88573002541361,20.747021882076766]}"
390,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.85345768654642,20.60436917679597]}"
391,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.8795502158433,20.627826747365177]}"
392,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.87714695656595,20.639072246016923]}"
393,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.89877629006205,20.67794313445682]}"
394,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.90976261818705,20.69368140820273]}"
395,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.93551182473001,20.696250767255922]}"
396,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.92658543312845,20.677300721267997]}"
397,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.93413853371439,20.66316694345778]}"
398,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.9228088828355,20.653208264883315]}"
399,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.90632939064798,20.659954537806286]}"
400,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.95611118996439,20.66316694345778]}"
401,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.95233463967142,20.68790019120467]}"
402,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.9677841635972,20.702673974441733]}"
403,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.9842636557847,20.69046964818095]}"
404,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[87.00383305275736,20.687257820161342]}"
405,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.97636723244486,20.67987035771165]}"
406,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[87.01962589943705,20.69689310021805]}"
407,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.98529362404643,20.76143367510876]}"
408,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.9949066611558,20.751802500820126]}"
409,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.87781696264885,20.783660829851883]}"
410,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[86.9080293649926,20.779809000558497]}"
411,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.2552323632939,22.990108804019837]}"
412,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.2607255273564,23.06657205260085]}"
413,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.27995160157515,23.044459043399346]}"
414,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.29986432130171,23.016654680511447]}"
415,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.34655621583296,23.070362489394867]}"
416,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.32527020509077,23.079838114094365]}"
417,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.37470868165327,22.97051207095326]}"
418,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.39724973553665,22.898948047775505]}"
419,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.39656309002883,22.872379072520612]}"
420,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.44600156659133,22.895785347276398]}"
421,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.45080808514602,22.942585780905613]}"
422,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.47072080487258,22.924879409686014]}"
423,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.46385434979446,22.89705043632431]}"
424,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.45149473065383,22.872379072520612]}"
425,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.42059568280227,22.848968763416654]}"
426,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.3615441691304,22.79454004411122]}"
427,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.31197375350109,22.78377466483148]}"
428,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.29206103377454,22.743885520310062]}"
429,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.24635846457615,22.674628828628443]}"
430,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.26627118430271,22.717705083772763]}"
431,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.16956889832782,22.54977861729629]}"
432,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.17712199891378,22.532021297525663]}"
433,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.0803049823122,22.54470533045301]}"
434,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.11532390321064,22.545339501507726]}"
435,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.13866985047626,22.545973669648493]}"
436,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.05352580750751,22.553583460025266]}"
437,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.01456941087449,22.567617867519647]}"
438,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.97474397142136,22.561277049895285]}"
439,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.97337068040574,22.5219574755437]}"
440,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.0097628923198,22.532739763487292]}"
441,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.91750859904225,22.533272796183038]}"
442,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.93948125529225,22.523124822927926]}"
443,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.92918157267506,22.52756465296137]}"
444,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.83648442912038,22.44889513082823]}"
445,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.85021733927663,22.45333734264845]}"
446,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.86463689494069,22.446356660180772]}"
447,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.78155278849538,22.401925906410156]}"
448,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.78361272501881,22.386054335893963]}"
449,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.75820684122975,22.434932967353088]}"
450,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.72936772990163,22.451433555009064]}"
451,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.73486089396413,22.426047222697388]}"
452,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.59230209439265,22.33416287516371]}"
453,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.45755983906142,22.334739733031416]}"
454,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.39713503437392,22.31568444163641]}"
455,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.34083010273329,22.520074986540212]}"
456,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.31336428242079,22.490894768591943]}"
457,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.29276491718642,22.45155517332785]}"
458,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.22959353046767,22.474398879227778]}"
459,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.08814455585829,22.4883570674018]}"
460,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.94532229023329,22.25087700199216]}"
461,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.55113247459026,23.10767385317065]}"
462,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.44676235740276,23.140510706729838]}"
463,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.38633755271526,23.180914256513383]}"
464,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.44676235740276,23.057139936235426]}"
465,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.41929653709026,23.1026213164259]}"
466,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.82647757300072,22.820128024569396]}"
467,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[70.03247122534447,22.90364512956763]}"
468,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[69.55181936987572,22.779616423455135]}"
469,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.47403620858523,23.447223490375663]}"
470,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.43833064217898,23.42454344810995]}"
471,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.43833064217898,23.56560039408341]}"
472,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.27699018845615,23.616229226847967]}"
473,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.37586714158115,23.706793818325973]}"
474,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.26600386033117,23.79729559429674]}"
475,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.54615522751865,23.89777922921592]}"
476,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.43079878220615,23.88271165190871]}"
477,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.48594344719562,23.78622994889593]}"
478,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.55872787102375,23.8063346183198]}"
479,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.63700545891437,23.924386640253513]}"
480,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[68.62533248528156,23.855326708920135]}"
481,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.85025203657575,15.517247895200175]}"
482,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.84905040693708,15.514187892719125]}"
483,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.85308444929548,15.512781930422273]}"
484,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.86098087263532,15.51352626459589]}"
485,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8665598673863,15.514187892719125]}"
486,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.86578739119001,15.522044564530994]}"
487,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8552798554546,15.519977048320968]}"
488,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.85347741099659,15.520059749367187]}"
489,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8552798554546,15.516668979291763]}"
490,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.86180298777883,15.518736528649985]}"
491,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.85914223643604,15.520886758006032]}"
492,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.86901276561085,15.52890856974113]}"
493,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87261765452686,15.529735542900006]}"
494,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87493508311573,15.532878010653059]}"
495,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87459176036182,15.535937735857168]}"
496,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87055771800343,15.537757010391138]}"
497,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87115853282276,15.53395305441388]}"
498,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8633479401714,15.526841122333908]}"
499,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8607730195171,15.525352547366635]}"
500,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.85859531016932,15.512891936967716]}"
501,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87455981822596,15.51082432906058]}"
502,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87627643199549,15.511899487756729]}"
503,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.84735148997889,15.511403261361982]}"
504,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87731857233535,15.52787839201354]}"
505,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87920684748184,15.53085549473705]}"
506,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8727680381658,15.52723165459963]}"
507,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87268220747733,15.526776814249784]}"
508,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87944137419485,15.533578640249454]}"
509,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87804662550711,15.529505841300532]}"
510,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87763892973685,15.527355701793677]}"
511,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87639438475394,15.526466695254276]}"
512,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.88040696944022,15.530642925245031]}"
513,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87165863137189,15.540976830045658]}"
514,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.8727744303221,15.539447010529813]}"
515,1,1,2025-04-08,Sundarbans Mangroves 2024,GEE Manual Digitization,"{""type"":""Point"",""coordinates"":[73.87062866311017,15.541348946588744]}"
